Year,Municipality,Population,Mortality_per_1000,Infant_mortality_per_1000,Births_per_1000,Unemployed_total,Average_income,Pharmacies_total,Crime_type,Crimes,Marriages_per_1000,Divorces_per_1000
2024.0,Condeixa-A-Nova,17882.0,11.8,0.0,7.8,290.0,1237.9,5.0,Contra Animais Companhia,0.0,4.1,1.4
2024.0,Condeixa-A-Nova,17882.0,11.8,0.0,7.8,290.0,1237.9,5.0,Legislacao Avulsa E Outros,,4.1,1.4
2024.0,Condeixa-A-Nova,17882.0,11.8,0.0,7.8,290.0,1237.9,5.0,Total,211.0,4.1,1.4
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Contra As Pessoas,24.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Contra O Patrimonio,47.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Contra A Vida Em Sociedade,14.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Contra O Estado,0.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Contra Animais Companhia,0.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Legislacao Avulsa E Outros,4.0,7.0,1.8
2024.0,Constancia,4020.0,14.3,37.0,6.8,112.0,1418.8,3.0,Total,89.0,7.0,1.8
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Contra As Pessoas,177.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Contra O Patrimonio,326.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Contra A Vida Em Sociedade,80.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Contra O Estado,13.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Contra Animais Companhia,5.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Legislacao Avulsa E Outros,32.0,2.5,1.4
2024.0,Coruche,17298.0,21.5,12.2,4.7,485.0,1209.6,6.0,Total,633.0,2.5,1.4
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Contra As Pessoas,,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Contra O Patrimonio,,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Contra A Vida Em Sociedade,0.0,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Contra O Estado,0.0,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Contra Animais Companhia,0.0,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Legislacao Avulsa E Outros,0.0,2.3,0.0
2024.0,Corvo,437.0,11.5,0.0,2.3,,1500.1,1.0,Total,3.0,2.3,0.0
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Contra As Pessoas,628.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Contra O Patrimonio,623.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Contra A Vida Em Sociedade,184.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Contra O Estado,37.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Contra Animais Companhia,14.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Legislacao Avulsa E Outros,47.0,2.9,1.6
2024.0,Covilha,46606.0,13.6,0.0,6.3,1596.0,1178.5,22.0,Total,1534.0,2.9,1.6
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Contra As Pessoas,26.0,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Contra O Patrimonio,60.0,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Contra A Vida Em Sociedade,11.0,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Contra O Estado,,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Contra Animais Companhia,,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Legislacao Avulsa E Outros,,4.0,0.9
2024.0,Crato,3249.0,26.7,0.0,4.9,100.0,1055.9,5.0,Total,103.0,4.0,0.9
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Contra As Pessoas,88.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Contra O Patrimonio,94.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Contra A Vida Em Sociedade,29.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Contra O Estado,6.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Contra Animais Companhia,0.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Legislacao Avulsa E Outros,8.0,4.9,1.1
2024.0,Cuba,4469.0,20.1,27.0,8.3,168.0,1110.8,3.0,Total,225.0,4.9,1.1
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Contra As Pessoas,267.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Contra O Patrimonio,393.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Contra A Vida Em Sociedade,130.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Contra O Estado,20.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Contra Animais Companhia,6.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Legislacao Avulsa E Outros,65.0,2.9,1.7
2024.0,Elvas,20325.0,15.2,0.0,6.6,978.0,1098.0,10.0,Total,881.0,2.9,1.7
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Contra As Pessoas,182.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Contra O Patrimonio,632.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Contra A Vida Em Sociedade,56.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Contra O Estado,8.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Contra Animais Companhia,6.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Legislacao Avulsa E Outros,28.0,1.7,1.4
2024.0,Entroncamento,22604.0,10.3,0.0,11.3,831.0,1343.3,4.0,Total,912.0,1.7,1.4
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Contra As Pessoas,300.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Contra O Patrimonio,594.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Contra A Vida Em Sociedade,92.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Contra O Estado,22.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,"Contra A Identidade Cultural, Integridade Pessoal",,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Contra Animais Companhia,3.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Legislacao Avulsa E Outros,57.0,10.8,1.3
2024.0,Espinho,32736.0,12.6,0.0,4.9,1107.0,1244.2,10.0,Total,1069.0,10.8,1.3
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Contra As Pessoas,293.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Contra O Patrimonio,524.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Contra A Vida Em Sociedade,133.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Contra O Estado,12.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Contra Animais Companhia,9.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Legislacao Avulsa E Outros,39.0,4.1,1.5
2024.0,Esposende,37722.0,8.5,3.2,8.3,764.0,1160.4,8.0,Total,1012.0,4.1,1.5
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Contra As Pessoas,277.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Contra O Patrimonio,368.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Contra A Vida Em Sociedade,162.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Contra O Estado,17.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Contra Animais Companhia,0.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Legislacao Avulsa E Outros,31.0,2.9,1.8
2024.0,Estarreja,27474.0,12.5,5.2,7.0,730.0,1504.1,6.0,Total,855.0,2.9,1.8
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Contra As Pessoas,114.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Contra O Patrimonio,223.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Contra A Vida Em Sociedade,48.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Contra O Estado,6.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Contra Animais Companhia,5.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Legislacao Avulsa E Outros,9.0,3.4,1.6
2024.0,Estremoz,12482.0,16.8,0.0,8.5,323.0,1170.8,7.0,Total,405.0,3.4,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Contra As Pessoas,407.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Contra O Patrimonio,762.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Contra A Vida Em Sociedade,121.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Contra O Estado,23.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Contra Animais Companhia,10.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Legislacao Avulsa E Outros,117.0,4.8,1.6
2024.0,Evora,53908.0,12.4,2.3,8.1,1490.0,1369.7,22.0,Total,1441.0,4.8,1.6
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Contra As Pessoas,432.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Contra O Patrimonio,559.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Contra A Vida Em Sociedade,195.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Contra O Estado,21.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Contra Animais Companhia,5.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Legislacao Avulsa E Outros,68.0,3.7,1.5
2024.0,Fafe,48420.0,11.0,0.0,6.6,1890.0,1065.0,9.0,Total,1281.0,3.7,1.5
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Contra As Pessoas,876.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Contra O Patrimonio,1976.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Contra A Vida Em Sociedade,368.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Contra O Estado,62.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,"Contra A Identidade Cultural, Integridade Pessoal",10.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Contra Animais Companhia,21.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Legislacao Avulsa E Outros,187.0,2.4,1.6
2024.0,Faro,70347.0,10.7,1.7,8.3,1812.0,1375.8,17.0,Total,3500.0,2.4,1.6
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Contra As Pessoas,409.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Contra O Patrimonio,493.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Contra A Vida Em Sociedade,351.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Contra O Estado,44.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Contra Animais Companhia,6.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Legislacao Avulsa E Outros,119.0,3.3,1.4
2024.0,Felgueiras,55223.0,7.9,5.1,7.1,2381.0,1096.3,12.0,Total,1424.0,3.3,1.4
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Contra As Pessoas,120.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Contra O Patrimonio,168.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Contra A Vida Em Sociedade,55.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Contra O Estado,11.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Contra Animais Companhia,4.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Legislacao Avulsa E Outros,29.0,5.1,1.3
2024.0,Ferreira Do Alentejo,7902.0,21.5,0.0,7.5,309.0,1230.3,6.0,Total,387.0,5.1,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Contra As Pessoas,61.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Contra O Patrimonio,88.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Contra A Vida Em Sociedade,26.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Contra O Estado,3.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Contra Animais Companhia,3.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Legislacao Avulsa E Outros,7.0,3.3,1.3
2024.0,Ferreira Do Zezere,8115.0,13.4,0.0,5.0,109.0,1158.4,4.0,Total,188.0,3.3,1.3
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Contra As Pessoas,499.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Contra O Patrimonio,762.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Contra A Vida Em Sociedade,176.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Contra O Estado,28.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Contra Animais Companhia,8.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Legislacao Avulsa E Outros,106.0,4.1,1.7
2024.0,Figueira Da Foz,61397.0,13.4,0.0,6.8,2338.0,1395.5,24.0,Total,1579.0,4.1,1.7
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Contra As Pessoas,93.0,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Contra O Patrimonio,69.0,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Contra A Vida Em Sociedade,38.0,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Contra O Estado,,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Contra Animais Companhia,,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Legislacao Avulsa E Outros,6.0,1.2,2.4
2024.0,Figueira De Castelo Rodrigo,5021.0,21.5,0.0,5.6,138.0,1036.3,3.0,Total,211.0,1.2,2.4
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Contra As Pessoas,51.0,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Contra O Patrimonio,35.0,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Contra A Vida Em Sociedade,17.0,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Contra O Estado,0.0,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Contra Animais Companhia,,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Legislacao Avulsa E Outros,,2.3,1.0
2024.0,Figueiro Dos Vinhos,5325.0,14.7,0.0,5.5,159.0,1077.2,6.0,Total,109.0,2.3,1.0
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Contra As Pessoas,36.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Contra O Patrimonio,53.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Contra A Vida Em Sociedade,22.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Contra O Estado,3.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Contra Animais Companhia,0.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Legislacao Avulsa E Outros,7.0,2.5,0.2
2024.0,Fornos De Algodres,4400.0,18.0,87.0,5.2,118.0,1011.3,2.0,Total,121.0,2.5,0.2
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Contra As Pessoas,58.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Contra O Patrimonio,47.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Contra A Vida Em Sociedade,15.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Contra O Estado,3.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Contra Animais Companhia,0.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Legislacao Avulsa E Outros,3.0,1.9,0.6
2024.0,Freixo De Espada A Cinta,3058.0,30.7,55.6,5.8,157.0,1050.9,1.0,Total,126.0,1.9,0.6
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Contra As Pessoas,28.0,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Contra O Patrimonio,28.0,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Contra A Vida Em Sociedade,7.0,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Contra O Estado,3.0,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,"Contra A Identidade Cultural, Integridade Pessoal",,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Contra Animais Companhia,,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Legislacao Avulsa E Outros,,7.1,1.4
2024.0,Fronteira,2974.0,21.2,0.0,5.0,85.0,1111.3,3.0,Total,69.0,7.1,1.4
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Contra As Pessoas,1287.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Contra O Patrimonio,1287.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Contra A Vida Em Sociedade,654.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Contra O Estado,54.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,"Contra A Identidade Cultural, Integridade Pessoal",,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Contra Animais Companhia,12.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Legislacao Avulsa E Outros,257.0,4.8,2.0
2024.0,Funchal,108129.0,10.8,1.4,6.5,,1377.8,28.0,Total,3551.0,4.8,2.0
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Contra As Pessoas,380.0,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Contra O Patrimonio,555.0,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Contra A Vida Em Sociedade,127.0,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Contra O Estado,16.0,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Contra Animais Companhia,20.0,3.7,1.4
2024.0,Fundao,27285.0,15.7,0.0,6.2,682.0,1186.9,10.0,Legislacao Avulsa E Outros,61.0,3.7,1.4
