Year,Municipality,Population,Mortality_per_1000,Infant_mortality_per_1000,Births_per_1000,Unemployed_total,Average_income,Pharmacies_total,Crime_type,Total_crimes,Marriages_per_1000,Divorces_per_1000
2009.0,Alvito,2535.0,27.4,0.0,5.9,76.0,867.9,2.0,Total,58.0,4.7,2.0
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Contra As Pessoas,10.0,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Contra O Patrimonio,46.0,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Contra A Vida Em Sociedade,11.0,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Contra O Estado,,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Contra Animais Companhia,,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Legislacao Avulsa E Outros,3.0,1.2,1.2
2010.0,Alvito,2517.0,22.2,0.0,6.3,81.0,902.4,1.0,Total,70.0,1.2,1.2
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Contra As Pessoas,29.0,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Contra O Patrimonio,35.0,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Contra A Vida Em Sociedade,6.0,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Contra O Estado,,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Contra Animais Companhia,,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Legislacao Avulsa E Outros,6.0,1.2,1.6
2011.0,Alvito,2614.0,22.2,0.0,7.0,74.0,881.1,2.0,Total,76.0,1.2,1.6
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Contra As Pessoas,32.0,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Contra O Patrimonio,33.0,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Contra A Vida Em Sociedade,4.0,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Contra O Estado,,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Contra Animais Companhia,,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Legislacao Avulsa E Outros,8.0,3.1,0.4
2012.0,Alvito,2554.0,21.3,0.0,6.2,115.0,894.4,2.0,Total,77.0,3.1,0.4
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Contra As Pessoas,19.0,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Contra O Patrimonio,33.0,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Contra A Vida Em Sociedade,4.0,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Contra O Estado,,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Contra Animais Companhia,,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Legislacao Avulsa E Outros,4.0,3.2,2.8
2013.0,Alvito,2510.0,20.1,0.0,11.5,136.0,970.5,2.0,Total,60.0,3.2,2.8
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Contra As Pessoas,48.0,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Contra O Patrimonio,68.0,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Contra A Vida Em Sociedade,12.0,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Contra O Estado,,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Contra Animais Companhia,,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Legislacao Avulsa E Outros,3.0,1.6,1.2
2014.0,Alvito,2447.0,23.8,0.0,6.9,117.0,937.3,2.0,Total,132.0,1.6,1.2
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Contra As Pessoas,40.0,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Contra O Patrimonio,65.0,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Contra A Vida Em Sociedade,19.0,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Contra O Estado,,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Contra Animais Companhia,,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Legislacao Avulsa E Outros,7.0,1.7,2.1
2015.0,Alvito,2395.0,22.3,0.0,8.3,122.0,899.0,2.0,Total,134.0,1.7,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Contra As Pessoas,19.0,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Contra O Patrimonio,24.0,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Contra A Vida Em Sociedade,16.0,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Contra O Estado,3.0,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Contra Animais Companhia,,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Legislacao Avulsa E Outros,,2.1,2.1
2016.0,Alvito,2346.0,21.1,0.0,8.0,125.0,898.4,2.0,Total,66.0,2.1,2.1
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Contra As Pessoas,24.0,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Contra O Patrimonio,21.0,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Contra A Vida Em Sociedade,13.0,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Contra O Estado,,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Contra Animais Companhia,,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Legislacao Avulsa E Outros,8.0,3.0,2.2
2017.0,Alvito,2300.0,18.5,0.0,7.3,76.0,906.9,2.0,Total,68.0,3.0,2.2
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Contra As Pessoas,30.0,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Contra O Patrimonio,31.0,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Contra A Vida Em Sociedade,15.0,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Contra O Estado,,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Contra Animais Companhia,5.0,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Legislacao Avulsa E Outros,4.0,3.1,0.9
2018.0,Alvito,2274.0,16.2,0.0,9.6,61.0,1016.8,2.0,Total,87.0,3.1,0.9
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Contra As Pessoas,31.0,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Contra O Patrimonio,47.0,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Contra A Vida Em Sociedade,11.0,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Contra O Estado,3.0,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Contra Animais Companhia,,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Legislacao Avulsa E Outros,5.0,2.7,0.0
2019.0,Alvito,2248.0,15.5,0.0,6.6,62.0,1003.3,2.0,Total,99.0,2.7,0.0
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Contra As Pessoas,34.0,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Contra O Patrimonio,37.0,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Contra A Vida Em Sociedade,15.0,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Contra O Estado,,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Contra Animais Companhia,,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Legislacao Avulsa E Outros,,3.5,0.9
2020.0,Alvito,2284.0,20.7,0.0,8.4,68.0,1045.4,2.0,Total,89.0,3.5,0.9
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Contra As Pessoas,28.0,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Contra O Patrimonio,44.0,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Contra A Vida Em Sociedade,18.0,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Contra O Estado,,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Contra Animais Companhia,0.0,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Legislacao Avulsa E Outros,,5.2,2.2
2021.0,Alvito,2298.0,26.2,0.0,8.7,71.0,1039.8,2.0,Total,104.0,5.2,2.2
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Contra As Pessoas,38.0,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Contra O Patrimonio,42.0,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Contra A Vida Em Sociedade,27.0,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Contra O Estado,,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Contra Animais Companhia,,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Legislacao Avulsa E Outros,14.0,3.5,1.3
2022.0,Alvito,2263.0,28.1,0.0,7.0,78.0,1148.6,2.0,Total,128.0,3.5,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Contra As Pessoas,23.0,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Contra O Patrimonio,36.0,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Contra A Vida Em Sociedade,19.0,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Contra O Estado,,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Contra Animais Companhia,,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Legislacao Avulsa E Outros,6.0,2.2,1.3
2023.0,Alvito,2279.0,19.8,0.0,6.6,77.0,1266.0,2.0,Total,90.0,2.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Contra As Pessoas,24.0,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Contra O Patrimonio,60.0,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Contra A Vida Em Sociedade,13.0,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Contra O Estado,,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,"Contra A Identidade Cultural, Integridade Pessoal",,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Contra Animais Companhia,,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Legislacao Avulsa E Outros,,5.2,1.3
2024.0,Alvito,2303.0,19.6,45.5,9.6,74.0,1266.0,2.0,Total,107.0,5.2,1.3
2006.0,Amadora,175649.0,7.7,5.7,10.0,,1145.4,39.0,,,3.3,2.1
2007.0,Amadora,175464.0,8.5,2.2,10.3,,1148.8,39.0,,,3.1,2.3
2008.0,Amadora,175373.0,8.6,5.6,11.1,,1263.1,39.0,,,3.1,2.1
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Contra As Pessoas,1762.0,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Contra O Patrimonio,5720.0,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Contra A Vida Em Sociedade,711.0,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Contra O Estado,105.0,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Contra Animais Companhia,,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Legislacao Avulsa E Outros,787.0,2.9,2.0
2009.0,Amadora,175274.0,8.5,7.0,10.6,8530.0,1251.6,40.0,Total,9085.0,2.9,2.0
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Contra As Pessoas,1798.0,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Contra O Patrimonio,5275.0,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Contra A Vida Em Sociedade,704.0,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Contra O Estado,173.0,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Contra Animais Companhia,,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Legislacao Avulsa E Outros,747.0,2.9,2.4
2010.0,Amadora,175141.0,8.7,7.5,11.4,9645.0,1195.7,41.0,Total,8698.0,2.9,2.4
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Contra As Pessoas,1536.0,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Contra O Patrimonio,4832.0,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Contra A Vida Em Sociedade,646.0,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Contra O Estado,181.0,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Contra Animais Companhia,,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Legislacao Avulsa E Outros,885.0,2.2,2.1
2011.0,Amadora,173246.0,8.6,8.4,10.9,10181.0,1249.4,41.0,Total,8080.0,2.2,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Contra As Pessoas,1467.0,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Contra O Patrimonio,4541.0,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Contra A Vida Em Sociedade,1095.0,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Contra O Estado,279.0,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Contra Animais Companhia,,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Legislacao Avulsa E Outros,838.0,2.4,2.1
2012.0,Amadora,172660.0,8.4,7.6,10.6,11925.0,1279.5,41.0,Total,8220.0,2.4,2.1
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Contra As Pessoas,1285.0,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Contra O Patrimonio,4143.0,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Contra A Vida Em Sociedade,1021.0,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Contra O Estado,217.0,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Contra Animais Companhia,,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Legislacao Avulsa E Outros,580.0,2.0,1.9
2013.0,Amadora,171956.0,8.9,7.9,10.3,12225.0,1270.3,41.0,Total,7246.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Contra As Pessoas,1385.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Contra O Patrimonio,3672.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Contra A Vida Em Sociedade,699.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Contra O Estado,199.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Contra Animais Companhia,,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Legislacao Avulsa E Outros,420.0,2.0,1.9
2014.0,Amadora,171870.0,8.6,6.1,10.5,10726.0,1289.4,41.0,Total,6376.0,2.0,1.9
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Contra As Pessoas,1417.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Contra O Patrimonio,3985.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Contra A Vida Em Sociedade,832.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Contra O Estado,182.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Contra Animais Companhia,29.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Legislacao Avulsa E Outros,448.0,2.3,2.0
2015.0,Amadora,171897.0,9.4,3.2,10.9,8841.0,1283.6,41.0,Total,6894.0,2.3,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Contra As Pessoas,1479.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Contra O Patrimonio,3516.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Contra A Vida Em Sociedade,750.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Contra O Estado,173.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Contra Animais Companhia,40.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Legislacao Avulsa E Outros,561.0,1.9,2.0
2016.0,Amadora,171827.0,9.1,5.3,11.0,8063.0,1324.0,41.0,Total,6521.0,1.9,2.0
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Contra As Pessoas,1546.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Contra O Patrimonio,3657.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Contra A Vida Em Sociedade,897.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Contra O Estado,119.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Contra Animais Companhia,26.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Legislacao Avulsa E Outros,483.0,1.5,1.7
2017.0,Amadora,172324.0,8.7,3.1,11.3,6137.0,1350.4,41.0,Total,6728.0,1.5,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Contra As Pessoas,1453.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Contra O Patrimonio,3279.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Contra A Vida Em Sociedade,715.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Contra O Estado,125.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Contra Animais Companhia,34.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Legislacao Avulsa E Outros,505.0,2.0,1.7
2018.0,Amadora,172443.0,9.9,5.4,11.7,4844.0,1387.8,41.0,Total,6113.0,2.0,1.7
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Contra As Pessoas,1568.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Contra O Patrimonio,3131.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Contra A Vida Em Sociedade,610.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Contra O Estado,98.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Contra Animais Companhia,36.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Legislacao Avulsa E Outros,340.0,1.4,1.6
2019.0,Amadora,173414.0,9.7,7.7,12.0,4017.0,1425.5,41.0,Total,5784.0,1.4,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Contra As Pessoas,1279.0,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Contra O Patrimonio,2575.0,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Contra A Vida Em Sociedade,452.0,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Contra O Estado,230.0,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,"Contra A Identidade Cultural, Integridade Pessoal",,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Contra Animais Companhia,23.0,0.6,1.6
2020.0,Amadora,172223.0,10.6,3.6,11.3,6034.0,1476.8,41.0,Legislacao Avulsa E Outros,444.0,0.6,1.6
